ID,BookingDate,MinutesBooked
MR-005,2024-06-05,390
MR-008,2024-06-05,90
D-005,2024-06-06,0
D-006,2024-06-06,0
D-007,2024-06-06,0
D-008,2024-06-06,0
D-009,2024-06-06,0
D-010,2024-06-06,0
D-012,2024-06-06,0
D-013,2024-06-06,0
D-015,2024-06-06,0
D-017,2024-06-06,0
D-018,2024-06-06,0
D-019,2024-06-06,0
D-021,2024-06-06,0
D-024,2024-06-06,0
D-025,2024-06-06,0
D-026,2024-06-06,0
D-027,2024-06-06,0
D-029,2024-06-06,0
D-030,2024-06-06,0
D-032,2024-06-06,0
D-033,2024-06-06,0
D-036,2024-06-06,0
D-037,2024-06-06,0
D-038,2024-06-06,0
D-040,2024-06-06,0
D-041,2024-06-06,0
D-046,2024-06-06,0
D-048,2024-06-06,0
D-050,2024-06-06,0
D-051,2024-06-06,0
D-054,2024-06-06,0
D-055,2024-06-06,0
D-061,2024-06-06,0
D-062,2024-06-06,0
D-064,2024-06-06,0
D-069,2024-06-06,0
D-070,2024-06-06,0
D-071,2024-06-06,0
D-072,2024-06-06,0
D-073,2024-06-06,0
D-074,2024-06-06,0
D-076,2024-06-06,0
D-077,2024-06-06,0
D-078,2024-06-06,0
MR-001,2024-06-06,90
MR-002,2024-06-06,180
MR-006,2024-06-06,30
D-004,2024-06-07,0
D-005,2024-06-07,0
D-008,2024-06-07,0
D-009,2024-06-07,0
D-010,2024-06-07,0
D-014,2024-06-07,0
D-015,2024-06-07,0
D-017,2024-06-07,0
D-018,2024-06-07,0
D-019,2024-06-07,0
D-023,2024-06-07,0
D-024,2024-06-07,0
D-025,2024-06-07,0
D-026,2024-06-07,0
D-027,2024-06-07,0
D-029,2024-06-07,0
D-032,2024-06-07,0
D-033,2024-06-07,0
D-044,2024-06-07,0
D-050,2024-06-07,0
D-051,2024-06-07,0
D-052,2024-06-07,0
D-054,2024-06-07,0
D-055,2024-06-07,0
D-060,2024-06-07,0
D-062,2024-06-07,0
D-070,2024-06-07,0
D-071,2024-06-07,0
D-072,2024-06-07,0
MR-001,2024-06-07,30
MR-004,2024-06-07,30
MR-008,2024-06-07,30
MR-009,2024-06-07,30
D-001,2024-06-10,0
D-005,2024-06-10,0
D-006,2024-06-10,0
D-007,2024-06-10,0
D-008,2024-06-10,0
D-009,2024-06-10,0
D-010,2024-06-10,0
D-013,2024-06-10,0
D-015,2024-06-10,0
D-017,2024-06-10,0
D-018,2024-06-10,0
D-023,2024-06-10,0
D-026,2024-06-10,0
D-027,2024-06-10,0
D-029,2024-06-10,0
D-032,2024-06-10,0
D-033,2024-06-10,0
D-046,2024-06-10,0
D-047,2024-06-10,0
D-048,2024-06-10,0
D-050,2024-06-10,0
D-051,2024-06-10,0
D-054,2024-06-10,0
D-055,2024-06-10,0
D-060,2024-06-10,0
D-061,2024-06-10,0
D-062,2024-06-10,0
D-064,2024-06-10,0
D-069,2024-06-10,0
D-070,2024-06-10,0
D-072,2024-06-10,0
MR-001,2024-06-10,30
MR-002,2024-06-10,30
MR-009,2024-06-10,30
D-001,2024-06-11,0
D-002,2024-06-11,0
D-005,2024-06-11,0
D-006,2024-06-11,0
D-007,2024-06-11,0
D-008,2024-06-11,0
D-009,2024-06-11,0
D-010,2024-06-11,0
D-011,2024-06-11,0
D-012,2024-06-11,0
D-013,2024-06-11,0
D-014,2024-06-11,0
D-015,2024-06-11,0
D-018,2024-06-11,0
D-019,2024-06-11,0
D-025,2024-06-11,0
D-026,2024-06-11,0
D-027,2024-06-11,0
D-029,2024-06-11,0
D-030,2024-06-11,0
D-032,2024-06-11,0
D-033,2024-06-11,0
D-036,2024-06-11,0
D-037,2024-06-11,0
D-038,2024-06-11,0
D-039,2024-06-11,0
D-044,2024-06-11,0
D-047,2024-06-11,0
D-048,2024-06-11,0
D-049,2024-06-11,0
D-050,2024-06-11,0
D-051,2024-06-11,0
D-052,2024-06-11,0
D-054,2024-06-11,0
D-055,2024-06-11,0
D-056,2024-06-11,0
D-057,2024-06-11,0
D-062,2024-06-11,0
D-069,2024-06-11,0
D-070,2024-06-11,0
D-071,2024-06-11,0
D-072,2024-06-11,0
MR-001,2024-06-11,120
MR-004,2024-06-11,60
MR-005,2024-06-11,60
MR-008,2024-06-11,30
D-001,2024-06-12,0
D-002,2024-06-12,0
D-005,2024-06-12,0
D-006,2024-06-12,0
D-007,2024-06-12,0
D-008,2024-06-12,0
D-009,2024-06-12,0
D-010,2024-06-12,0
D-013,2024-06-12,0
D-014,2024-06-12,0
D-015,2024-06-12,0
D-017,2024-06-12,0
D-018,2024-06-12,0
D-019,2024-06-12,0
D-021,2024-06-12,0
D-023,2024-06-12,0
D-024,2024-06-12,0
D-025,2024-06-12,0
D-026,2024-06-12,0
D-027,2024-06-12,0
D-029,2024-06-12,0
D-030,2024-06-12,0
D-031,2024-06-12,0
D-032,2024-06-12,0
D-036,2024-06-12,0
D-037,2024-06-12,0
D-038,2024-06-12,0
D-041,2024-06-12,0
D-044,2024-06-12,0
D-047,2024-06-12,0
D-048,2024-06-12,0
D-050,2024-06-12,0
D-051,2024-06-12,0
D-054,2024-06-12,0
D-055,2024-06-12,0
D-056,2024-06-12,0
D-059,2024-06-12,0
D-060,2024-06-12,0
D-061,2024-06-12,0
D-062,2024-06-12,0
D-068,2024-06-12,0
D-069,2024-06-12,0
D-070,2024-06-12,0
D-071,2024-06-12,0
D-072,2024-06-12,0
D-078,2024-06-12,0
MR-001,2024-06-12,30
MR-002,2024-06-12,90
MR-009,2024-06-12,150
D-002,2024-06-13,0
D-004,2024-06-13,0
D-005,2024-06-13,0
D-006,2024-06-13,0
D-008,2024-06-13,0
D-009,2024-06-13,0
D-010,2024-06-13,0
D-013,2024-06-13,0
D-015,2024-06-13,0
D-017,2024-06-13,0
D-018,2024-06-13,0
D-019,2024-06-13,0
D-021,2024-06-13,0
D-023,2024-06-13,0
D-024,2024-06-13,0
D-025,2024-06-13,0
D-026,2024-06-13,0
D-027,2024-06-13,0
D-029,2024-06-13,0
D-030,2024-06-13,0
D-032,2024-06-13,0
D-033,2024-06-13,0
D-036,2024-06-13,0
D-037,2024-06-13,0
D-038,2024-06-13,0
D-041,2024-06-13,0
D-044,2024-06-13,0
D-045,2024-06-13,0
D-047,2024-06-13,0
D-048,2024-06-13,0
D-050,2024-06-13,0
D-051,2024-06-13,0
D-054,2024-06-13,0
D-055,2024-06-13,0
D-056,2024-06-13,0
D-057,2024-06-13,0
D-060,2024-06-13,0
D-061,2024-06-13,0
D-062,2024-06-13,0
D-068,2024-06-13,0
D-069,2024-06-13,0
D-070,2024-06-13,0
D-071,2024-06-13,0
D-072,2024-06-13,0
MR-001,2024-06-13,150
MR-002,2024-06-13,180
MR-004,2024-06-13,90
MR-009,2024-06-13,30
D-005,2024-06-14,0
D-010,2024-06-14,0
D-013,2024-06-14,0
D-018,2024-06-14,0
D-021,2024-06-14,0
D-024,2024-06-14,0
D-025,2024-06-14,0
D-026,2024-06-14,0
D-027,2024-06-14,0
D-029,2024-06-14,0
D-032,2024-06-14,0
D-033,2024-06-14,0
D-036,2024-06-14,0
D-037,2024-06-14,0
D-041,2024-06-14,0
D-050,2024-06-14,0
D-051,2024-06-14,0
D-056,2024-06-14,0
D-070,2024-06-14,0
D-071,2024-06-14,0
D-072,2024-06-14,0
D-074,2024-06-14,0
D-077,2024-06-14,0
D-078,2024-06-14,0
MR-001,2024-06-14,90
MR-004,2024-06-14,60
MR-005,2024-06-14,90
MR-008,2024-06-14,180
MR-009,2024-06-14,60
D-001,2024-06-17,0
D-005,2024-06-17,0
D-006,2024-06-17,0
D-008,2024-06-17,0
D-010,2024-06-17,0
D-013,2024-06-17,0
D-021,2024-06-17,0
D-025,2024-06-17,0
D-026,2024-06-17,0
D-027,2024-06-17,0
D-036,2024-06-17,0
D-037,2024-06-17,0
D-038,2024-06-17,0
D-039,2024-06-17,0
D-045,2024-06-17,0
D-048,2024-06-17,0
D-051,2024-06-17,0
D-054,2024-06-17,0
D-055,2024-06-17,0
D-059,2024-06-17,0
D-060,2024-06-17,0
D-061,2024-06-17,0
D-062,2024-06-17,0
D-064,2024-06-17,0
D-077,2024-06-17,0
MR-005,2024-06-17,90
D-001,2024-06-18,0
D-002,2024-06-18,0
D-003,2024-06-18,0
D-004,2024-06-18,0
D-005,2024-06-18,0
D-006,2024-06-18,0
D-007,2024-06-18,0
D-008,2024-06-18,0
D-010,2024-06-18,0
D-014,2024-06-18,0
D-015,2024-06-18,0
D-018,2024-06-18,0
D-019,2024-06-18,0
D-024,2024-06-18,0
D-025,2024-06-18,0
D-026,2024-06-18,0
D-027,2024-06-18,0
D-029,2024-06-18,0
D-030,2024-06-18,0
D-031,2024-06-18,0
D-032,2024-06-18,0
D-033,2024-06-18,0
D-036,2024-06-18,0
D-037,2024-06-18,0
D-038,2024-06-18,0
D-041,2024-06-18,0
D-044,2024-06-18,0
D-047,2024-06-18,0
D-048,2024-06-18,0
D-050,2024-06-18,0
D-051,2024-06-18,0
D-052,2024-06-18,0
D-054,2024-06-18,0
D-055,2024-06-18,0
D-060,2024-06-18,0
D-061,2024-06-18,0
D-062,2024-06-18,0
D-067,2024-06-18,0
D-068,2024-06-18,0
D-069,2024-06-18,0
D-070,2024-06-18,0
D-071,2024-06-18,0
D-072,2024-06-18,0
D-074,2024-06-18,0
MR-001,2024-06-18,30
MR-002,2024-06-18,30
D-001,2024-06-19,0
D-005,2024-06-19,0
D-006,2024-06-19,0
D-007,2024-06-19,0
D-008,2024-06-19,0
D-009,2024-06-19,0
D-010,2024-06-19,0
D-013,2024-06-19,0
D-017,2024-06-19,0
D-018,2024-06-19,0
D-019,2024-06-19,0
D-021,2024-06-19,0
D-023,2024-06-19,0
D-024,2024-06-19,0
D-025,2024-06-19,0
D-026,2024-06-19,0
D-027,2024-06-19,0
D-029,2024-06-19,0
D-030,2024-06-19,0
D-032,2024-06-19,0
D-033,2024-06-19,0
D-034,2024-06-19,0
D-035,2024-06-19,0
D-036,2024-06-19,0
D-037,2024-06-19,0
D-038,2024-06-19,0
D-041,2024-06-19,0
D-044,2024-06-19,0
D-046,2024-06-19,0
D-047,2024-06-19,0
D-048,2024-06-19,0
D-050,2024-06-19,0
D-051,2024-06-19,0
D-052,2024-06-19,0
D-054,2024-06-19,0
D-055,2024-06-19,0
D-060,2024-06-19,0
D-061,2024-06-19,0
D-062,2024-06-19,0
D-064,2024-06-19,0
D-070,2024-06-19,0
D-071,2024-06-19,0
D-072,2024-06-19,0
MR-001,2024-06-19,210
MR-002,2024-06-19,30
MR-004,2024-06-19,120
MR-009,2024-06-19,30
D-001,2024-06-20,0
D-005,2024-06-20,0
D-006,2024-06-20,0
D-007,2024-06-20,0
D-008,2024-06-20,0
D-009,2024-06-20,0
D-010,2024-06-20,0
D-012,2024-06-20,0
D-013,2024-06-20,0
D-014,2024-06-20,0
D-015,2024-06-20,0
D-017,2024-06-20,0
D-018,2024-06-20,0
D-019,2024-06-20,0
D-021,2024-06-20,0
D-023,2024-06-20,0
D-024,2024-06-20,0
D-025,2024-06-20,0
D-026,2024-06-20,0
D-027,2024-06-20,0
D-028,2024-06-20,0
D-029,2024-06-20,0
D-030,2024-06-20,0
D-032,2024-06-20,0
D-034,2024-06-20,0
D-036,2024-06-20,0
D-037,2024-06-20,0
D-038,2024-06-20,0
D-041,2024-06-20,0
D-042,2024-06-20,0
D-044,2024-06-20,0
D-048,2024-06-20,0
D-050,2024-06-20,0
D-051,2024-06-20,0
D-054,2024-06-20,0
D-055,2024-06-20,0
D-060,2024-06-20,0
D-062,2024-06-20,0
D-064,2024-06-20,0
D-071,2024-06-20,0
D-072,2024-06-20,0
D-078,2024-06-20,0
MR-001,2024-06-20,30
MR-005,2024-06-20,60
D-004,2024-06-21,0
D-005,2024-06-21,0
D-008,2024-06-21,0
D-017,2024-06-21,0
D-018,2024-06-21,0
D-019,2024-06-21,0
D-024,2024-06-21,0
D-025,2024-06-21,0
D-026,2024-06-21,0
D-027,2024-06-21,0
D-029,2024-06-21,0
D-032,2024-06-21,0
D-038,2024-06-21,0
D-045,2024-06-21,0
D-046,2024-06-21,0
D-047,2024-06-21,0
D-048,2024-06-21,0
D-049,2024-06-21,0
D-050,2024-06-21,0
D-051,2024-06-21,0
D-054,2024-06-21,0
D-055,2024-06-21,0
D-059,2024-06-21,0
D-069,2024-06-21,0
D-070,2024-06-21,0
D-071,2024-06-21,0
D-072,2024-06-21,0
D-077,2024-06-21,0
MR-001,2024-06-21,30
MR-008,2024-06-21,60
D-002,2024-06-24,0
D-005,2024-06-24,0
D-006,2024-06-24,0
D-007,2024-06-24,0
D-008,2024-06-24,0
D-009,2024-06-24,0
D-010,2024-06-24,0
D-012,2024-06-24,0
D-013,2024-06-24,0
D-018,2024-06-24,0
D-026,2024-06-24,0
D-027,2024-06-24,0
D-029,2024-06-24,0
D-030,2024-06-24,0
D-031,2024-06-24,0
D-032,2024-06-24,0
D-033,2024-06-24,0
D-036,2024-06-24,0
D-037,2024-06-24,0
D-038,2024-06-24,0
D-041,2024-06-24,0
D-044,2024-06-24,0
D-048,2024-06-24,0
D-051,2024-06-24,0
D-055,2024-06-24,0
D-056,2024-06-24,0
D-068,2024-06-24,0
D-069,2024-06-24,0
D-072,2024-06-24,0
D-073,2024-06-24,0
D-078,2024-06-24,0
MR-001,2024-06-24,150
MR-005,2024-06-24,90
MR-008,2024-06-24,90
D-001,2024-06-25,0
D-002,2024-06-25,0
D-005,2024-06-25,0
D-006,2024-06-25,0
D-007,2024-06-25,0
D-008,2024-06-25,0
D-009,2024-06-25,0
D-010,2024-06-25,0
D-017,2024-06-25,0
D-018,2024-06-25,0
D-019,2024-06-25,0
D-025,2024-06-25,0
D-026,2024-06-25,0
D-027,2024-06-25,0
D-029,2024-06-25,0
D-030,2024-06-25,0
D-031,2024-06-25,0
D-032,2024-06-25,0
D-033,2024-06-25,0
D-035,2024-06-25,0
D-036,2024-06-25,0
D-037,2024-06-25,0
D-038,2024-06-25,0
D-041,2024-06-25,0
D-047,2024-06-25,0
D-048,2024-06-25,0
D-050,2024-06-25,0
D-051,2024-06-25,0
D-054,2024-06-25,0
D-055,2024-06-25,0
D-060,2024-06-25,0
D-064,2024-06-25,0
D-068,2024-06-25,0
D-069,2024-06-25,0
D-070,2024-06-25,0
D-071,2024-06-25,0
D-072,2024-06-25,0
D-076,2024-06-25,0
D-077,2024-06-25,0
MR-001,2024-06-25,60
MR-002,2024-06-25,60
MR-004,2024-06-25,90
MR-005,2024-06-25,90
MR-006,2024-06-25,90
MR-009,2024-06-25,30
D-001,2024-06-26,0
D-005,2024-06-26,0
D-006,2024-06-26,0
D-007,2024-06-26,0
D-008,2024-06-26,0
D-009,2024-06-26,0
D-010,2024-06-26,0
D-013,2024-06-26,0
D-015,2024-06-26,0
D-018,2024-06-26,0
D-019,2024-06-26,0
D-023,2024-06-26,0
D-024,2024-06-26,0
D-025,2024-06-26,0
D-026,2024-06-26,0
D-027,2024-06-26,0
D-028,2024-06-26,0
D-029,2024-06-26,0
D-030,2024-06-26,0
D-032,2024-06-26,0
D-033,2024-06-26,0
D-035,2024-06-26,0
D-036,2024-06-26,0
D-040,2024-06-26,0
D-041,2024-06-26,0
D-044,2024-06-26,0
D-045,2024-06-26,0
D-046,2024-06-26,0
D-047,2024-06-26,0
D-048,2024-06-26,0
D-050,2024-06-26,0
D-051,2024-06-26,0
D-054,2024-06-26,0
D-055,2024-06-26,0
D-060,2024-06-26,0
D-061,2024-06-26,0
D-062,2024-06-26,0
D-064,2024-06-26,0
D-068,2024-06-26,0
D-069,2024-06-26,0
D-071,2024-06-26,0
D-072,2024-06-26,0
D-073,2024-06-26,0
D-074,2024-06-26,0
MR-001,2024-06-26,120
MR-002,2024-06-26,60
MR-004,2024-06-26,120
MR-005,2024-06-26,60
D-001,2024-06-27,0
D-002,2024-06-27,0
D-004,2024-06-27,0
D-005,2024-06-27,0
D-006,2024-06-27,0
D-010,2024-06-27,0
D-011,2024-06-27,0
D-012,2024-06-27,0
D-013,2024-06-27,0
D-017,2024-06-27,0
D-018,2024-06-27,0
D-019,2024-06-27,0
D-024,2024-06-27,0
D-025,2024-06-27,0
D-026,2024-06-27,0
D-027,2024-06-27,0
D-028,2024-06-27,0
D-029,2024-06-27,0
D-032,2024-06-27,0
D-033,2024-06-27,0
D-035,2024-06-27,0
D-036,2024-06-27,0
D-037,2024-06-27,0
D-038,2024-06-27,0
D-039,2024-06-27,0
D-041,2024-06-27,0
D-044,2024-06-27,0
D-046,2024-06-27,0
D-048,2024-06-27,0
D-050,2024-06-27,0
D-051,2024-06-27,0
D-052,2024-06-27,0
D-054,2024-06-27,0
D-055,2024-06-27,0
D-060,2024-06-27,0
D-061,2024-06-27,0
D-062,2024-06-27,0
D-064,2024-06-27,0
D-067,2024-06-27,0
D-068,2024-06-27,0
D-069,2024-06-27,0
D-070,2024-06-27,0
D-071,2024-06-27,0
D-072,2024-06-27,0
D-074,2024-06-27,0
MR-001,2024-06-27,90
MR-006,2024-06-27,30
MR-009,2024-06-27,30
D-006,2024-06-28,0
D-007,2024-06-28,0
D-009,2024-06-28,0
D-010,2024-06-28,0
D-014,2024-06-28,0
D-018,2024-06-28,0
D-021,2024-06-28,0
D-025,2024-06-28,0
D-026,2024-06-28,0
D-027,2024-06-28,0
D-032,2024-06-28,0
D-033,2024-06-28,0
D-035,2024-06-28,0
D-036,2024-06-28,0
D-037,2024-06-28,0
D-038,2024-06-28,0
D-045,2024-06-28,0
D-046,2024-06-28,0
D-048,2024-06-28,0
D-051,2024-06-28,0
D-054,2024-06-28,0
D-055,2024-06-28,0
D-064,2024-06-28,0
D-070,2024-06-28,0
D-071,2024-06-28,0
D-072,2024-06-28,0
D-073,2024-06-28,0
D-001,2024-07-01,0
D-015,2024-07-01,0
D-018,2024-07-01,0
D-021,2024-07-01,0
D-022,2024-07-01,0
D-024,2024-07-01,0
D-025,2024-07-01,0
D-026,2024-07-01,0
D-027,2024-07-01,0
D-030,2024-07-01,0
D-032,2024-07-01,0
D-046,2024-07-01,0
D-047,2024-07-01,0
D-062,2024-07-01,0
D-068,2024-07-01,0
D-069,2024-07-01,0
D-070,2024-07-01,0
D-076,2024-07-01,0
MR-001,2024-07-01,30
D-006,2024-07-02,0
D-007,2024-07-02,0
D-008,2024-07-02,0
D-010,2024-07-02,0
D-021,2024-07-02,0
D-024,2024-07-02,0
D-025,2024-07-02,0
D-026,2024-07-02,0
D-028,2024-07-02,0
D-029,2024-07-02,0
D-030,2024-07-02,0
D-033,2024-07-02,0
D-040,2024-07-02,0
D-042,2024-07-02,0
D-044,2024-07-02,0
D-045,2024-07-02,0
D-047,2024-07-02,0
D-048,2024-07-02,0
D-050,2024-07-02,0
D-051,2024-07-02,0
D-054,2024-07-02,0
D-055,2024-07-02,0
D-056,2024-07-02,0
D-060,2024-07-02,0
D-061,2024-07-02,0
D-062,2024-07-02,0
D-067,2024-07-02,0
D-068,2024-07-02,0
D-072,2024-07-02,0
D-076,2024-07-02,0
MR-004,2024-07-02,90
MR-005,2024-07-02,240
D-002,2024-07-03,0
D-003,2024-07-03,0
D-005,2024-07-03,0
D-008,2024-07-03,0
D-009,2024-07-03,0
D-010,2024-07-03,0
D-013,2024-07-03,0
D-018,2024-07-03,0
D-025,2024-07-03,0
D-026,2024-07-03,0
D-030,2024-07-03,0
D-036,2024-07-03,0
D-037,2024-07-03,0
D-044,2024-07-03,0
D-045,2024-07-03,0
D-051,2024-07-03,0
D-055,2024-07-03,0
D-063,2024-07-03,0
D-064,2024-07-03,0
D-072,2024-07-03,0
D-078,2024-07-03,0
MR-002,2024-07-03,180
D-006,2024-07-04,0
D-008,2024-07-04,0
D-009,2024-07-04,0
D-010,2024-07-04,0
D-019,2024-07-04,0
D-023,2024-07-04,0
D-024,2024-07-04,0
D-025,2024-07-04,0
D-026,2024-07-04,0
D-027,2024-07-04,0
D-032,2024-07-04,0
D-035,2024-07-04,0
D-036,2024-07-04,0
D-037,2024-07-04,0
D-038,2024-07-04,0
D-041,2024-07-04,0
D-048,2024-07-04,0
D-050,2024-07-04,0
D-051,2024-07-04,0
D-052,2024-07-04,0
D-060,2024-07-04,0
D-062,2024-07-04,0
D-063,2024-07-04,0
D-067,2024-07-04,0
D-068,2024-07-04,0
D-070,2024-07-04,0
D-071,2024-07-04,0
D-072,2024-07-04,0
D-076,2024-07-04,0
MR-002,2024-07-04,210
MR-005,2024-07-04,60
MR-008,2024-07-04,120
D-002,2024-07-05,0
D-018,2024-07-05,0
D-024,2024-07-05,0
D-025,2024-07-05,0
D-027,2024-07-05,0
D-028,2024-07-05,0
D-029,2024-07-05,0
D-030,2024-07-05,0
D-032,2024-07-05,0
D-033,2024-07-05,0
D-036,2024-07-05,0
D-037,2024-07-05,0
D-038,2024-07-05,0
D-050,2024-07-05,0
D-070,2024-07-05,0
D-072,2024-07-05,0
D-073,2024-07-05,0
MR-008,2024-07-05,30
MR-009,2024-07-05,120
D-005,2024-07-08,0
D-006,2024-07-08,0
D-007,2024-07-08,0
D-008,2024-07-08,0
D-009,2024-07-08,0
D-011,2024-07-08,0
D-015,2024-07-08,0
D-019,2024-07-08,0
D-025,2024-07-08,0
D-026,2024-07-08,0
D-027,2024-07-08,0
D-029,2024-07-08,0
D-032,2024-07-08,0
D-046,2024-07-08,0
D-051,2024-07-08,0
D-056,2024-07-08,0
D-064,2024-07-08,0
D-068,2024-07-08,0
D-076,2024-07-08,0
MR-001,2024-07-08,120
D-005,2024-07-09,0
D-006,2024-07-09,0
D-007,2024-07-09,0
D-012,2024-07-09,0
D-013,2024-07-09,0
D-014,2024-07-09,0
D-015,2024-07-09,0
D-017,2024-07-09,0
D-018,2024-07-09,0
D-019,2024-07-09,0
D-026,2024-07-09,0
D-027,2024-07-09,0
D-032,2024-07-09,0
D-033,2024-07-09,0
D-036,2024-07-09,0
D-044,2024-07-09,0
D-046,2024-07-09,0
D-048,2024-07-09,0
D-050,2024-07-09,0
D-051,2024-07-09,0
D-054,2024-07-09,0
D-055,2024-07-09,0
D-059,2024-07-09,0
D-064,2024-07-09,0
D-068,2024-07-09,0
D-069,2024-07-09,0
D-070,2024-07-09,0
D-071,2024-07-09,0
D-072,2024-07-09,0
MR-002,2024-07-09,150
MR-004,2024-07-09,30
MR-005,2024-07-09,60
D-001,2024-07-10,0
D-005,2024-07-10,0
D-006,2024-07-10,0
D-009,2024-07-10,0
D-010,2024-07-10,0
D-013,2024-07-10,0
D-014,2024-07-10,0
D-017,2024-07-10,0
D-018,2024-07-10,0
D-025,2024-07-10,0
D-026,2024-07-10,0
D-027,2024-07-10,0
D-030,2024-07-10,0
D-032,2024-07-10,0
D-033,2024-07-10,0
D-036,2024-07-10,0
D-037,2024-07-10,0
D-038,2024-07-10,0
D-039,2024-07-10,0
D-044,2024-07-10,0
D-047,2024-07-10,0
D-048,2024-07-10,0
D-050,2024-07-10,0
D-051,2024-07-10,0
D-061,2024-07-10,0
D-062,2024-07-10,0
D-067,2024-07-10,0
D-074,2024-07-10,0
D-076,2024-07-10,0
MR-004,2024-07-10,30
MR-005,2024-07-10,30
D-001,2024-07-11,0
D-002,2024-07-11,0
D-005,2024-07-11,0
D-006,2024-07-11,0
D-008,2024-07-11,0
D-009,2024-07-11,0
D-010,2024-07-11,0
D-011,2024-07-11,0
D-012,2024-07-11,0
D-013,2024-07-11,0
D-018,2024-07-11,0
D-019,2024-07-11,0
D-021,2024-07-11,0
D-022,2024-07-11,0
D-023,2024-07-11,0
D-026,2024-07-11,0
D-027,2024-07-11,0
D-029,2024-07-11,0
D-030,2024-07-11,0
D-032,2024-07-11,0
D-036,2024-07-11,0
D-037,2024-07-11,0
D-044,2024-07-11,0
D-048,2024-07-11,0
D-050,2024-07-11,0
D-051,2024-07-11,0
D-052,2024-07-11,0
D-054,2024-07-11,0
D-055,2024-07-11,0
D-064,2024-07-11,0
D-068,2024-07-11,0
D-069,2024-07-11,0
D-072,2024-07-11,0
D-005,2024-07-12,0
D-008,2024-07-12,0
D-010,2024-07-12,0
D-012,2024-07-12,0
D-018,2024-07-12,0
D-019,2024-07-12,0
D-025,2024-07-12,0
D-027,2024-07-12,0
D-033,2024-07-12,0
D-034,2024-07-12,0
D-042,2024-07-12,0
D-050,2024-07-12,0
D-059,2024-07-12,0
D-069,2024-07-12,0
D-072,2024-07-12,0
D-078,2024-07-12,0
MR-001,2024-07-12,60
MR-002,2024-07-12,60
MR-004,2024-07-12,60
D-012,2024-07-15,0
D-015,2024-07-15,0
D-019,2024-07-15,0
D-022,2024-07-15,0
D-027,2024-07-15,0
D-029,2024-07-15,0
D-032,2024-07-15,0
D-036,2024-07-15,0
