ID,BookingDate,MinutesBooked
D-032,2024-06-05,0
D-034,2024-06-05,0
D-037,2024-06-05,0
D-045,2024-06-05,0
D-046,2024-06-05,0
D-048,2024-06-05,0
D-052,2024-06-05,0
D-064,2024-06-05,0
D-069,2024-06-05,0
D-073,2024-06-05,0
MR-001,2024-06-05,420
MR-002,2024-06-05,90
MR-003,2024-06-05,90
MR-006,2024-06-05,60
D-067,2024-06-06,0
D-040,2024-06-06,0
D-018,2024-06-06,0
D-012,2024-06-06,0
D-018,2024-06-06,0
D-031,2024-06-06,0
D-033,2024-06-06,0
D-035,2024-06-06,0
D-020,2024-06-06,0
D-011,2024-06-06,0
D-061,2024-06-06,0
D-074,2024-06-06,0
D-046,2024-06-06,0
D-040,2024-06-06,0
D-037,2024-06-06,0
D-065,2024-06-06,0
D-019,2024-06-06,0
D-067,2024-06-06,0
D-033,2024-06-06,0
D-062,2024-06-06,0
D-011,2024-06-06,0
D-048,2024-06-06,0
D-048,2024-06-06,0
D-055,2024-06-06,0
D-069,2024-06-06,0
D-037,2024-06-06,0
D-029,2024-06-06,0
D-034,2024-06-06,0
D-057,2024-06-06,0
D-059,2024-06-06,0
D-025,2024-06-06,0
D-066,2024-06-06,0
D-010,2024-06-06,0
D-054,2024-06-06,0
D-022,2024-06-06,0
D-078,2024-06-06,0
D-046,2024-06-06,0
D-021,2024-06-06,0
D-011,2024-06-06,0
D-026,2024-06-06,0
D-020,2024-06-06,0
D-050,2024-06-06,0
D-013,2024-06-06,0
D-013,2024-06-06,0
D-015,2024-06-06,0
D-001,2024-06-06,0
D-019,2024-06-06,0
D-065,2024-06-06,0
D-028,2024-06-06,0
D-057,2024-06-06,0
D-004,2024-06-06,0
D-006,2024-06-06,0
D-008,2024-06-06,0
D-014,2024-06-06,0
D-030,2024-06-06,0
D-032,2024-06-06,0
D-038,2024-06-06,0
D-042,2024-06-06,0
D-043,2024-06-06,0
D-045,2024-06-06,0
D-052,2024-06-06,0
D-056,2024-06-06,0
D-064,2024-06-06,0
D-075,2024-06-06,0
D-077,2024-06-06,0
MR-001,2024-06-06,390
MR-002,2024-06-06,240
MR-004,2024-06-06,120
MR-005,2024-06-06,150
MR-006,2024-06-06,60
MR-007,2024-06-06,270
MR-008,2024-06-06,60
MR-009,2024-06-06,120
D-054,2024-06-07,0
D-076,2024-06-07,0
D-032,2024-06-07,0
D-013,2024-06-07,0
D-006,2024-06-07,0
D-077,2024-06-07,0
D-076,2024-06-07,0
D-046,2024-06-07,0
D-039,2024-06-07,0
D-076,2024-06-07,0
D-048,2024-06-07,0
D-078,2024-06-07,0
D-041,2024-06-07,0
D-029,2024-06-07,0
D-056,2024-06-07,0
D-038,2024-06-07,0
D-046,2024-06-07,0
D-054,2024-06-07,0
D-004,2024-06-07,0
D-014,2024-06-07,0
D-072,2024-06-07,0
D-006,2024-06-07,0
D-056,2024-06-07,0
D-003,2024-06-07,0
D-012,2024-06-07,0
D-015,2024-06-07,0
D-020,2024-06-07,0
D-021,2024-06-07,0
D-022,2024-06-07,0
D-023,2024-06-07,0
D-026,2024-06-07,0
D-028,2024-06-07,0
D-035,2024-06-07,0
D-036,2024-06-07,0
D-043,2024-06-07,0
D-051,2024-06-07,0
D-053,2024-06-07,0
D-057,2024-06-07,0
D-058,2024-06-07,0
D-069,2024-06-07,0
D-075,2024-06-07,0
MR-001,2024-06-07,180
MR-005,2024-06-07,60
MR-008,2024-06-07,120
D-021,2024-06-10,0
D-067,2024-06-10,0
D-076,2024-06-10,0
D-007,2024-06-10,0
D-027,2024-06-10,0
D-059,2024-06-10,0
D-062,2024-06-10,0
D-036,2024-06-10,0
D-071,2024-06-10,0
D-077,2024-06-10,0
D-006,2024-06-10,0
D-070,2024-06-10,0
D-039,2024-06-10,0
D-063,2024-06-10,0
D-052,2024-06-10,0
D-037,2024-06-10,0
D-051,2024-06-10,0
D-036,2024-06-10,0
D-050,2024-06-10,0
D-001,2024-06-10,0
D-020,2024-06-10,0
D-045,2024-06-10,0
D-021,2024-06-10,0
D-052,2024-06-10,0
D-076,2024-06-10,0
D-071,2024-06-10,0
D-020,2024-06-10,0
D-004,2024-06-10,0
D-008,2024-06-10,0
D-015,2024-06-10,0
D-018,2024-06-10,0
D-019,2024-06-10,0
D-023,2024-06-10,0
D-035,2024-06-10,0
D-040,2024-06-10,0
D-043,2024-06-10,0
D-047,2024-06-10,0
D-048,2024-06-10,0
D-053,2024-06-10,0
D-060,2024-06-10,0
D-066,2024-06-10,0
D-075,2024-06-10,0
MR-001,2024-06-10,330
MR-005,2024-06-10,150
MR-006,2024-06-10,60
MR-007,2024-06-10,60
MR-008,2024-06-10,150
MR-009,2024-06-10,120
D-066,2024-06-11,0
D-018,2024-06-11,0
D-071,2024-06-11,0
D-030,2024-06-11,0
D-055,2024-06-11,0
D-024,2024-06-11,0
D-057,2024-06-11,0
D-031,2024-06-11,0
D-013,2024-06-11,0
D-029,2024-06-11,0
D-051,2024-06-11,0
D-047,2024-06-11,0
D-020,2024-06-11,0
D-025,2024-06-11,0
D-004,2024-06-11,0
D-065,2024-06-11,0
D-018,2024-06-11,0
D-048,2024-06-11,0
D-043,2024-06-11,0
D-013,2024-06-11,0
D-062,2024-06-11,0
D-075,2024-06-11,0
D-030,2024-06-11,0
D-056,2024-06-11,0
D-070,2024-06-11,0
D-026,2024-06-11,0
D-036,2024-06-11,0
D-041,2024-06-11,0
D-059,2024-06-11,0
D-031,2024-06-11,0
D-061,2024-06-11,0
D-045,2024-06-11,0
D-051,2024-06-11,0
D-059,2024-06-11,0
D-042,2024-06-11,0
D-005,2024-06-11,0
D-066,2024-06-11,0
D-054,2024-06-11,0
D-034,2024-06-11,0
D-029,2024-06-11,0
D-058,2024-06-11,0
D-040,2024-06-11,0
D-047,2024-06-11,0
D-046,2024-06-11,0
D-052,2024-06-11,0
D-064,2024-06-11,0
D-028,2024-06-11,0
D-051,2024-06-11,0
D-007,2024-06-11,0
D-064,2024-06-11,0
D-034,2024-06-11,0
D-047,2024-06-11,0
D-017,2024-06-11,0
D-014,2024-06-11,0
D-047,2024-06-11,0
D-037,2024-06-11,0
D-055,2024-06-11,0
D-014,2024-06-11,0
D-039,2024-06-11,0
D-026,2024-06-11,0
D-071,2024-06-11,0
D-029,2024-06-11,0
D-062,2024-06-11,0
D-075,2024-06-11,0
D-015,2024-06-11,0
D-022,2024-06-11,0
D-026,2024-06-11,0
D-004,2024-06-11,0
D-022,2024-06-11,0
D-003,2024-06-11,0
D-008,2024-06-11,0
D-011,2024-06-11,0
D-016,2024-06-11,0
D-023,2024-06-11,0
D-033,2024-06-11,0
D-035,2024-06-11,0
D-050,2024-06-11,0
D-067,2024-06-11,0
D-068,2024-06-11,0
D-072,2024-06-11,0
D-076,2024-06-11,0
D-078,2024-06-11,0
MR-001,2024-06-11,60
MR-002,2024-06-11,150
MR-003,2024-06-11,120
MR-004,2024-06-11,90
MR-005,2024-06-11,90
MR-006,2024-06-11,180
MR-008,2024-06-11,240
MR-009,2024-06-11,60
D-019,2024-06-12,0
D-036,2024-06-12,0
D-065,2024-06-12,0
D-022,2024-06-12,0
D-064,2024-06-12,0
D-013,2024-06-12,0
D-045,2024-06-12,0
D-052,2024-06-12,0
D-044,2024-06-12,0
D-060,2024-06-12,0
D-002,2024-06-12,0
D-077,2024-06-12,0
D-031,2024-06-12,0
D-014,2024-06-12,0
D-016,2024-06-12,0
D-017,2024-06-12,0
D-021,2024-06-12,0
D-026,2024-06-12,0
D-031,2024-06-12,0
D-058,2024-06-12,0
D-051,2024-06-12,0
D-050,2024-06-12,0
D-063,2024-06-12,0
D-048,2024-06-12,0
D-048,2024-06-12,0
D-076,2024-06-12,0
D-003,2024-06-12,0
D-020,2024-06-12,0
D-071,2024-06-12,0
D-001,2024-06-12,0
D-039,2024-06-12,0
D-077,2024-06-12,0
D-042,2024-06-12,0
D-054,2024-06-12,0
D-063,2024-06-12,0
D-066,2024-06-12,0
D-069,2024-06-12,0
D-008,2024-06-12,0
D-024,2024-06-12,0
D-069,2024-06-12,0
D-002,2024-06-12,0
D-001,2024-06-12,0
D-017,2024-06-12,0
D-038,2024-06-12,0
D-057,2024-06-12,0
D-041,2024-06-12,0
D-001,2024-06-12,0
D-037,2024-06-12,0
D-003,2024-06-12,0
D-055,2024-06-12,0
D-015,2024-06-12,0
D-023,2024-06-12,0
D-027,2024-06-12,0
D-033,2024-06-12,0
D-035,2024-06-12,0
D-046,2024-06-12,0
D-047,2024-06-12,0
D-073,2024-06-12,0
D-075,2024-06-12,0
MR-001,2024-06-12,180
MR-002,2024-06-12,390
MR-004,2024-06-12,240
MR-007,2024-06-12,90
D-067,2024-06-13,0
D-051,2024-06-13,0
D-059,2024-06-13,0
D-015,2024-06-13,0
D-019,2024-06-13,0
D-043,2024-06-13,0
D-058,2024-06-13,0
D-034,2024-06-13,0
D-020,2024-06-13,0
D-020,2024-06-13,0
D-060,2024-06-13,0
D-077,2024-06-13,0
D-077,2024-06-13,0
D-045,2024-06-13,0
D-076,2024-06-13,0
D-023,2024-06-13,0
D-042,2024-06-13,0
D-009,2024-06-13,0
D-073,2024-06-13,0
D-067,2024-06-13,0
D-035,2024-06-13,0
D-012,2024-06-13,0
D-044,2024-06-13,0
D-054,2024-06-13,0
D-071,2024-06-13,0
D-018,2024-06-13,0
D-018,2024-06-13,0
D-033,2024-06-13,0
D-021,2024-06-13,0
D-044,2024-06-13,0
D-060,2024-06-13,0
D-059,2024-06-13,0
D-051,2024-06-13,0
D-013,2024-06-13,0
D-018,2024-06-13,0
D-058,2024-06-13,0
D-024,2024-06-13,0
D-007,2024-06-13,0
D-042,2024-06-13,0
D-001,2024-06-13,0
D-067,2024-06-13,0
D-034,2024-06-13,0
D-060,2024-06-13,0
D-019,2024-06-13,0
D-012,2024-06-13,0
D-063,2024-06-13,0
D-076,2024-06-13,0
D-073,2024-06-13,0
D-028,2024-06-13,0
D-009,2024-06-13,0
D-031,2024-06-13,0
D-040,2024-06-13,0
D-013,2024-06-13,0
D-017,2024-06-13,0
D-032,2024-06-13,0
D-030,2024-06-13,0
D-008,2024-06-13,0
D-003,2024-06-13,0
D-004,2024-06-13,0
D-005,2024-06-13,0
D-016,2024-06-13,0
D-029,2024-06-13,0
D-037,2024-06-13,0
D-039,2024-06-13,0
D-041,2024-06-13,0
D-048,2024-06-13,0
D-050,2024-06-13,0
D-053,2024-06-13,0
D-055,2024-06-13,0
D-061,2024-06-13,0
D-062,2024-06-13,0
MR-001,2024-06-13,180
MR-002,2024-06-13,360
MR-005,2024-06-13,90
MR-007,2024-06-13,60
MR-009,2024-06-13,180
D-020,2024-06-14,0
D-018,2024-06-14,0
D-012,2024-06-14,0
D-044,2024-06-14,0
D-047,2024-06-14,0
D-043,2024-06-14,0
D-067,2024-06-14,0
D-063,2024-06-14,0
D-074,2024-06-14,0
D-065,2024-06-14,0
D-060,2024-06-14,0
D-029,2024-06-14,0
D-014,2024-06-14,0
D-073,2024-06-14,0
D-060,2024-06-14,0
D-045,2024-06-14,0
D-058,2024-06-14,0
D-061,2024-06-14,0
D-041,2024-06-14,0
D-061,2024-06-14,0
D-058,2024-06-14,0
D-051,2024-06-14,0
D-056,2024-06-14,0
D-036,2024-06-14,0
D-007,2024-06-14,0
D-009,2024-06-14,0
D-036,2024-06-14,0
D-028,2024-06-14,0
D-074,2024-06-14,0
D-012,2024-06-14,0
D-021,2024-06-14,0
D-003,2024-06-14,0
D-004,2024-06-14,0
D-010,2024-06-14,0
D-013,2024-06-14,0
D-019,2024-06-14,0
D-023,2024-06-14,0
D-032,2024-06-14,0
D-035,2024-06-14,0
D-037,2024-06-14,0
D-042,2024-06-14,0
D-046,2024-06-14,0
D-048,2024-06-14,0
D-049,2024-06-14,0
D-052,2024-06-14,0
D-053,2024-06-14,0
D-057,2024-06-14,0
D-064,2024-06-14,0
D-070,2024-06-14,0
D-075,2024-06-14,0
D-076,2024-06-14,0
D-078,2024-06-14,0
MR-001,2024-06-14,300
MR-002,2024-06-14,360
MR-004,2024-06-14,60
MR-005,2024-06-14,120
MR-006,2024-06-14,420
D-055,2024-06-17,0
D-042,2024-06-17,0
D-074,2024-06-17,0
D-015,2024-06-17,0
D-053,2024-06-17,0
D-016,2024-06-17,0
D-025,2024-06-17,0
D-001,2024-06-17,0
D-026,2024-06-17,0
D-005,2024-06-17,0
D-042,2024-06-17,0
D-029,2024-06-17,0
D-026,2024-06-17,0
D-027,2024-06-17,0
D-036,2024-06-17,0
D-044,2024-06-17,0
D-023,2024-06-17,0
D-036,2024-06-17,0
D-050,2024-06-17,0
D-053,2024-06-17,0
D-058,2024-06-17,0
D-024,2024-06-17,0
D-004,2024-06-17,0
D-036,2024-06-17,0
D-064,2024-06-17,0
D-077,2024-06-17,0
D-054,2024-06-17,0
D-027,2024-06-17,0
D-009,2024-06-17,0
D-016,2024-06-17,0
D-042,2024-06-17,0
D-006,2024-06-17,0
D-020,2024-06-17,0
D-021,2024-06-17,0
D-022,2024-06-17,0
D-028,2024-06-17,0
D-032,2024-06-17,0
D-045,2024-06-17,0
D-046,2024-06-17,0
D-048,2024-06-17,0
D-052,2024-06-17,0
D-056,2024-06-17,0
D-057,2024-06-17,0
D-063,2024-06-17,0
D-066,2024-06-17,0
D-070,2024-06-17,0
MR-001,2024-06-17,90
MR-003,2024-06-17,60
MR-006,2024-06-17,150
MR-007,2024-06-17,420
MR-008,2024-06-17,90
D-077,2024-06-18,0
D-061,2024-06-18,0
D-059,2024-06-18,0
D-065,2024-06-18,0
D-031,2024-06-18,0
D-064,2024-06-18,0
D-051,2024-06-18,0
D-019,2024-06-18,0
D-051,2024-06-18,0
D-006,2024-06-18,0
D-021,2024-06-18,0
D-077,2024-06-18,0
D-037,2024-06-18,0
D-009,2024-06-18,0
D-065,2024-06-18,0
D-062,2024-06-18,0
D-005,2024-06-18,0
D-036,2024-06-18,0
D-059,2024-06-18,0
D-077,2024-06-18,0
D-062,2024-06-18,0
D-062,2024-06-18,0
D-050,2024-06-18,0
D-063,2024-06-18,0
D-038,2024-06-18,0
D-018,2024-06-18,0
D-060,2024-06-18,0
D-052,2024-06-18,0
D-044,2024-06-18,0
D-034,2024-06-18,0
D-009,2024-06-18,0
D-010,2024-06-18,0
D-034,2024-06-18,0
D-026,2024-06-18,0
D-010,2024-06-18,0
D-009,2024-06-18,0
D-040,2024-06-18,0
D-039,2024-06-18,0
D-008,2024-06-18,0
D-008,2024-06-18,0
D-043,2024-06-18,0
D-075,2024-06-18,0
D-066,2024-06-18,0
D-055,2024-06-18,0
D-036,2024-06-18,0
D-060,2024-06-18,0
D-001,2024-06-18,0
D-002,2024-06-18,0
D-013,2024-06-18,0
D-014,2024-06-18,0
D-016,2024-06-18,0
D-017,2024-06-18,0
D-022,2024-06-18,0
D-032,2024-06-18,0
D-033,2024-06-18,0
D-042,2024-06-18,0
D-047,2024-06-18,0
D-049,2024-06-18,0
D-067,2024-06-18,0
D-076,2024-06-18,0
D-078,2024-06-18,0
MR-001,2024-06-18,240
MR-002,2024-06-18,120
MR-003,2024-06-18,180
MR-004,2024-06-18,120
MR-005,2024-06-18,420
MR-006,2024-06-18,240
MR-008,2024-06-18,90
D-077,2024-06-19,0
D-062,2024-06-19,0
D-070,2024-06-19,0
D-043,2024-06-19,0
D-024,2024-06-19,0
D-044,2024-06-19,0
D-027,2024-06-19,0
D-065,2024-06-19,0
D-043,2024-06-19,0
D-021,2024-06-19,0
D-076,2024-06-19,0
D-055,2024-06-19,0
D-050,2024-06-19,0
D-013,2024-06-19,0
D-035,2024-06-19,0
D-065,2024-06-19,0
D-028,2024-06-19,0
D-078,2024-06-19,0
D-010,2024-06-19,0
D-059,2024-06-19,0
D-062,2024-06-19,0
D-061,2024-06-19,0
D-033,2024-06-19,0
D-059,2024-06-19,0
D-052,2024-06-19,0
D-042,2024-06-19,0
D-040,2024-06-19,0
D-069,2024-06-19,0
D-003,2024-06-19,0
D-060,2024-06-19,0
D-034,2024-06-19,0
D-045,2024-06-19,0
D-057,2024-06-19,0
D-034,2024-06-19,0
D-011,2024-06-19,0
D-035,2024-06-19,0
D-019,2024-06-19,0
D-034,2024-06-19,0
D-011,2024-06-19,0
D-064,2024-06-19,0
D-034,2024-06-19,0
D-064,2024-06-19,0
D-014,2024-06-19,0
D-022,2024-06-19,0
D-027,2024-06-19,0
D-039,2024-06-19,0
D-019,2024-06-19,0
D-030,2024-06-19,0
D-001,2024-06-19,0
D-042,2024-06-19,0
D-001,2024-06-19,0
D-007,2024-06-19,0
D-004,2024-06-19,0
D-052,2024-06-19,0
D-012,2024-06-19,0
D-018,2024-06-19,0
D-026,2024-06-19,0
D-041,2024-06-19,0
D-046,2024-06-19,0
D-047,2024-06-19,0
D-048,2024-06-19,0
D-063,2024-06-19,0
D-072,2024-06-19,0
D-075,2024-06-19,0
MR-001,2024-06-19,270
MR-002,2024-06-19,120
MR-003,2024-06-19,60
MR-004,2024-06-19,60
MR-005,2024-06-19,90
MR-006,2024-06-19,150
MR-007,2024-06-19,60
D-019,2024-06-20,0
D-072,2024-06-20,0
D-028,2024-06-20,0
D-071,2024-06-20,0
D-023,2024-06-20,0
D-002,2024-06-20,0
D-047,2024-06-20,0
D-016,2024-06-20,0
D-044,2024-06-20,0
D-020,2024-06-20,0
D-019,2024-06-20,0
D-024,2024-06-20,0
D-060,2024-06-20,0
D-073,2024-06-20,0
D-006,2024-06-20,0
D-044,2024-06-20,0
D-018,2024-06-20,0
D-046,2024-06-20,0
D-034,2024-06-20,0
D-012,2024-06-20,0
D-009,2024-06-20,0
D-046,2024-06-20,0
D-037,2024-06-20,0
D-039,2024-06-20,0
D-073,2024-06-20,0
D-005,2024-06-20,0
D-060,2024-06-20,0
D-030,2024-06-20,0
D-053,2024-06-20,0
D-053,2024-06-20,0
D-059,2024-06-20,0
D-018,2024-06-20,0
D-036,2024-06-20,0
D-043,2024-06-20,0
D-060,2024-06-20,0
D-032,2024-06-20,0
D-017,2024-06-20,0
D-038,2024-06-20,0
D-025,2024-06-20,0
D-036,2024-06-20,0
D-051,2024-06-20,0
D-050,2024-06-20,0
D-018,2024-06-20,0
D-044,2024-06-20,0
D-032,2024-06-20,0
D-039,2024-06-20,0
D-035,2024-06-20,0
D-047,2024-06-20,0
D-001,2024-06-20,0
D-013,2024-06-20,0
D-030,2024-06-20,0
D-038,2024-06-20,0
D-029,2024-06-20,0
D-040,2024-06-20,0
D-069,2024-06-20,0
D-002,2024-06-20,0
D-043,2024-06-20,0
D-074,2024-06-20,0
D-004,2024-06-20,0
D-062,2024-06-20,0
D-055,2024-06-20,0
D-058,2024-06-20,0
D-011,2024-06-20,0
D-014,2024-06-20,0
D-021,2024-06-20,0
D-026,2024-06-20,0
D-027,2024-06-20,0
D-033,2024-06-20,0
D-042,2024-06-20,0
D-045,2024-06-20,0
D-048,2024-06-20,0
D-049,2024-06-20,0
D-052,2024-06-20,0
D-054,2024-06-20,0
D-056,2024-06-20,0
D-066,2024-06-20,0
D-070,2024-06-20,0
D-077,2024-06-20,0
D-078,2024-06-20,0
MR-002,2024-06-20,330
MR-003,2024-06-20,90
MR-004,2024-06-20,360
MR-005,2024-06-20,240
MR-006,2024-06-20,60
MR-007,2024-06-20,210
MR-008,2024-06-20,90
D-076,2024-06-21,0
D-042,2024-06-21,0
D-020,2024-06-21,0
D-076,2024-06-21,0
D-018,2024-06-21,0
D-023,2024-06-21,0
D-054,2024-06-21,0
D-025,2024-06-21,0
D-045,2024-06-21,0
D-025,2024-06-21,0
D-044,2024-06-21,0
D-027,2024-06-21,0
D-005,2024-06-21,0
D-050,2024-06-21,0
D-019,2024-06-21,0
D-058,2024-06-21,0
D-070,2024-06-21,0
D-059,2024-06-21,0
D-062,2024-06-21,0
D-047,2024-06-21,0
D-042,2024-06-21,0
D-024,2024-06-21,0
D-020,2024-06-21,0
D-073,2024-06-21,0
D-063,2024-06-21,0
D-014,2024-06-21,0
D-014,2024-06-21,0
D-002,2024-06-21,0
D-061,2024-06-21,0
D-010,2024-06-21,0
D-011,2024-06-21,0
D-013,2024-06-21,0
D-015,2024-06-21,0
D-026,2024-06-21,0
D-028,2024-06-21,0
D-033,2024-06-21,0
D-037,2024-06-21,0
D-039,2024-06-21,0
D-040,2024-06-21,0
D-046,2024-06-21,0
D-048,2024-06-21,0
D-053,2024-06-21,0
D-055,2024-06-21,0
D-056,2024-06-21,0
D-060,2024-06-21,0
D-064,2024-06-21,0
D-067,2024-06-21,0
D-072,2024-06-21,0
D-074,2024-06-21,0
D-078,2024-06-21,0
MR-001,2024-06-21,120
MR-002,2024-06-21,120
MR-003,2024-06-21,90
MR-005,2024-06-21,180
MR-006,2024-06-21,150
MR-007,2024-06-21,90
MR-008,2024-06-21,60
D-066,2024-06-24,0
D-001,2024-06-24,0
D-012,2024-06-24,0
D-053,2024-06-24,0
D-018,2024-06-24,0
D-060,2024-06-24,0
D-003,2024-06-24,0
D-025,2024-06-24,0
D-039,2024-06-24,0
D-031,2024-06-24,0
D-002,2024-06-24,0
D-061,2024-06-24,0
D-028,2024-06-24,0
D-039,2024-06-24,0
D-051,2024-06-24,0
D-056,2024-06-24,0
D-057,2024-06-24,0
D-076,2024-06-24,0
D-017,2024-06-24,0
D-077,2024-06-24,0
D-059,2024-06-24,0
D-030,2024-06-24,0
D-044,2024-06-24,0
D-021,2024-06-24,0
D-036,2024-06-24,0
D-002,2024-06-24,0
D-008,2024-06-24,0
D-009,2024-06-24,0
D-010,2024-06-24,0
D-014,2024-06-24,0
D-024,2024-06-24,0
D-026,2024-06-24,0
D-029,2024-06-24,0
D-038,2024-06-24,0
D-040,2024-06-24,0
D-042,2024-06-24,0
D-052,2024-06-24,0
D-062,2024-06-24,0
D-064,2024-06-24,0
D-067,2024-06-24,0
D-073,2024-06-24,0
D-074,2024-06-24,0
D-078,2024-06-24,0
MR-001,2024-06-24,270
MR-002,2024-06-24,90
MR-003,2024-06-24,150
MR-004,2024-06-24,60
MR-007,2024-06-24,180
D-067,2024-06-25,0
D-033,2024-06-25,0
D-072,2024-06-25,0
D-035,2024-06-25,0
D-063,2024-06-25,0
D-014,2024-06-25,0
D-004,2024-06-25,0
D-015,2024-06-25,0
D-073,2024-06-25,0
D-070,2024-06-25,0
D-056,2024-06-25,0
D-019,2024-06-25,0
D-012,2024-06-25,0
D-014,2024-06-25,0
D-066,2024-06-25,0
D-076,2024-06-25,0
D-045,2024-06-25,0
D-057,2024-06-25,0
D-046,2024-06-25,0
D-013,2024-06-25,0
D-061,2024-06-25,0
D-014,2024-06-25,0
D-027,2024-06-25,0
D-068,2024-06-25,0
D-062,2024-06-25,0
D-077,2024-06-25,0
D-070,2024-06-25,0
D-014,2024-06-25,0
D-027,2024-06-25,0
D-017,2024-06-25,0
D-002,2024-06-25,0
D-035,2024-06-25,0
D-017,2024-06-25,0
D-056,2024-06-25,0
D-058,2024-06-25,0
D-050,2024-06-25,0
D-041,2024-06-25,0
D-057,2024-06-25,0
D-017,2024-06-25,0
D-045,2024-06-25,0
D-035,2024-06-25,0
D-055,2024-06-25,0
D-034,2024-06-25,0
D-041,2024-06-25,0
D-073,2024-06-25,0
D-026,2024-06-25,0
D-029,2024-06-25,0
D-039,2024-06-25,0
D-027,2024-06-25,0
D-012,2024-06-25,0
D-013,2024-06-25,0
D-054,2024-06-25,0
D-020,2024-06-25,0
D-005,2024-06-25,0
D-037,2024-06-25,0
